HIP,RAhms,DEdms,Vmag,RAICRS,DEICRS,Plx,pmRA,pmDE,e_Plx,B-V,Notes,_RA.icrs,_DE.icrs,x,y,z,adjusted_brightness
72357,14 47 44.78,-26 05 14.9,5.23,221.9365883,-26.0874799,9.84,36.88,-8.4,0.76,0.938,,221.93668811,-26.08750032,-221.67219821294114,-199.15071785370776,-144.7779451904253,5.230000019073486
72370,14 47 51.73,-79 02 41.0,3.83,221.96552567,-79.04471242,7.93,-5.67,-15.75,0.53,1.433,,221.96545315,-79.0447507,-58.5587880986199,-52.6628340829907,-403.4827466904678,3.8299999237060547
72378,14 47 57.56,-26 38 46.1,5.76,221.98985195,-26.64613329,7.51,-10.65,-8.83,0.85,-0.007,,221.98982299,-26.64615475,-291.5649741081059,-262.432617364543,-185.8797077265983,5.760000228881836
72432,14 48 38.06,-36 38 04.5,5.89,222.15857155,-36.63458507,7.26,-12.94,-46.04,0.9,1.369,P,222.15853236,-36.63469697,-271.4444454271797,-245.7734860478091,-259.89700835380114,5.889999866485596
72438,14 48 44.56,-66 35 36.7,5.91,222.18567167,-66.59353612,2.85,-7.49,-11.14,0.62,-0.106,P,222.18562584,-66.5935632,-352.73951572169244,-319.6839034596185,-1040.0923133903225,5.909999847412109
72487,14 49 18.68,+46 06 59.0,5.76,222.32781437,46.11639336,21.34,-7.35,-77.32,0.55,0.482,,222.3277886,46.11620543,-78.28925035431061,-71.30728814088549,110.10511255308356,5.760000228881836
72488,14 49 18.76,-24 15 05.3,5.68,222.32815984,-24.25146951,2.93,-20.69,-0.43,0.84,1.275,,222.32810468,-24.25147056,-752.912633190303,-685.7746786139342,-448.0810602434713,5.679999828338624
72489,14 49 19.09,-14 08 56.3,5.32,222.32954567,-14.14898587,13.86,-65.89,-14.79,1.3,0.066,,222.32938051,-14.14902182,-168.83006257220958,-153.78273412646587,-56.30868250075329,5.320000171661377
72524,14 49 41.36,+48 43 14.0,5.68,222.42233956,48.72056284,14.22,-76.93,99.13,0.87,0.501,,222.42205614,48.72080378,-111.64909557200524,-102.02946882553749,172.28500605648057,5.679999828338624
72552,14 49 58.39,+28 36 57.0,5.8,222.49327659,28.61583341,11.06,18.8,-0.72,0.65,0.046,,222.49332864,28.61583166,-190.79217921719746,-174.78773081179256,141.16874286106702,5.800000190734863
72567,14 50 15.72,+23 54 42.4,5.86,222.56549508,23.91176538,55.73,144.73,32.42,0.8,0.576,,222.56587988,23.91184418,-39.38503694195537,-36.17265412918864,23.710285731388247,5.860000133514404
72571,14 50 17.47,-27 57 36.8,4.42,222.5727779,-27.96021925,10.68,-237.37,-62.37,0.83,1.366,,222.57212471,-27.96037084,-201.9686618521125,-185.5427741178259,-134.00035229810135,4.420000076293944
72573,14 50 19.63,+82 30 45.0,5.63,222.58178099,82.51248701,23.08,177.66,-223.33,0.5,0.671,,222.58509448,82.51194418,-13.55255395053269,-12.454265774455864,140.0434581845869,5.630000114440919
72582,14 50 29.80,+37 16 18.5,5.47,222.62417599,37.27181511,16.31,-212.26,95.24,0.61,1.03,,222.62352767,37.27204659,-117.03578289953313,-107.71105963086701,121.04512028377265,5.46999979019165
72603,14 50 41.26,-15 59 49.5,5.15,222.67193219,-15.99709226,42.26,-135.93,-59.47,1.04,0.401,,222.67158849,-15.9972368,-55.032587799859705,-50.73269026787829,-18.666030104376173,5.150000095367432
72607,14 50 42.40,+74 09 19.7,2.07,222.67664751,74.15547596,25.79,-32.29,11.91,0.52,1.465,,222.67636006,74.15550491,-25.373090887482626,-23.394489865211316,121.60293797167162,2.0699999332427974
72622,14 50 52.78,-16 02 29.8,2.75,222.71990536,-16.04161047,42.25,-105.69,-69.0,1.05,0.147,,222.71963807,-16.04177818,-54.502993753500675,-50.32900482165512,-21.214240975814185,2.75
72631,14 51 01.02,-02 17 55.9,4.93,222.75425052,-2.29884995,15.09,87.63,-123.64,1.09,0.988,,222.75446368,-2.29915046,-158.560120522836,-146.59328081591204,-6.413301947993703,4.929999828338624
72659,14 51 23.28,+19 06 02.3,4.54,222.84701756,19.10063329,149.26,152.81,-71.28,0.76,0.72,,222.84741061,19.10046004,-15.13166999378857,-14.035153886198232,7.147023583109289,4.539999961853027
72664,14 51 26.57,+59 17 37.1,5.48,222.86072795,59.29365246,7.38,-120.89,136.99,0.48,1.369,,222.86015253,59.29398542,-165.34242854096144,-153.43450233261592,379.8012957229285,5.480000019073487
72683,14 51 38.32,-43 34 31.1,4.32,222.9096805,-43.57529383,8.0,-24.79,-26.8,0.78,-0.154,,222.90959733,-43.57535897,-220.3158883540373,-204.7994364393759,-274.90789398066653,4.320000171661377
72773,14 52 35.27,-63 48 35.3,5.91,223.14695946,-63.80981741,3.22,-10.05,-4.11,1.22,0.66,P,223.14690411,-63.8098274,-344.615497082888,-323.0156536529346,-895.4887291205558,5.909999847412109
72800,14 52 51.09,-37 48 11.2,5.02,223.21287023,-37.80311642,8.49,-20.6,-17.96,0.76,-0.155,,223.21280686,-37.80316007,-225.8377452271732,-212.17127911836337,-226.76462677115484,5.019999980926514
72833,14 53 13.54,-73 11 24.6,5.59,223.30640336,-73.19015457,10.19,18.33,34.31,0.69,0.82,,223.30655741,-73.19007118,-68.8043156192688,-64.85245683862827,-305.63032285512264,5.590000152587891
72929,14 54 20.14,-24 38 31.7,5.27,223.583901,-24.64213517,8.48,-11.02,-27.51,0.77,1.336,,223.58387153,-24.64220203,-255.6490244836727,-243.31447206026414,-152.41762124016788,5.269999980926514
72934,14 54 22.91,-11 53 54.0,5.78,223.59544161,-11.89833043,8.94,-55.68,-7.09,0.96,0.982,,223.59530331,-11.89834766,-259.9976366582547,-247.55310750145574,-63.958491460347346,5.78000020980835
72959,14 54 37.92,-33 18 02.0,5.85,223.6580027,-33.30056091,4.07,-8.58,-5.75,0.86,1.429,,223.65797775,-33.30057489,-487.6498844725178,-465.3249222892115,-432.71665119467997,5.849999904632568
73036,14 55 34.71,-60 06 50.0,5.18,223.89461516,-60.11389133,18.87,-125.69,-112.25,0.8,1.161,,223.89400205,-60.11416416,-62.461365097728944,-60.09662977563514,-149.4434078311596,5.179999828338623
73049,14 55 44.69,-33 51 20.8,5.32,223.93622772,-33.85578004,13.2,19.18,-2.03,0.81,0.046,,223.93628386,-33.85578497,-150.5842871955201,-145.09389785464245,-131.40078477371327,5.320000171661377
73087,14 56 13.24,+14 26 46.6,5.9,224.0551584,14.44626586,5.96,-12.78,-0.08,0.74,-0.031,,224.05512632,14.44626567,-380.66936559067597,-368.3171198035236,136.45623140878183,5.9000000953674325
73095,14 56 17.23,-52 48 34.4,5.38,224.07177099,-52.80956707,15.08,27.59,7.9,0.72,0.142,,224.07188193,-52.80954787,-97.34357513932393,-94.23960028893649,-168.4549778058953,5.380000114440918
73100,14 56 22.94,+49 37 44.4,5.63,224.09558479,49.62899937,40.25,110.79,-226.45,0.54,0.533,,224.09600051,49.62844897,-37.67748688421252,-36.506393456629596,61.706434399326454,5.630000114440918
73111,14 56 32.08,-47 52 44.9,5.62,224.13366538,-47.87914321,5.21,-29.91,-22.46,0.99,-0.035,,224.13355699,-47.8791978,-311.281901431554,-302.0080246332542,-451.02101428358253,5.619999885559082
73129,14 56 44.00,-62 46 51.6,5.08,224.18334308,-62.78098762,3.91,-12.41,-11.78,0.67,-0.023,P,224.18327713,-62.78101625,-287.86682721886314,-279.7753784564946,-730.7622404831861,5.079999923706055
73133,14 56 46.11,-11 24 35.0,5.48,224.19211288,-11.4097279,6.06,7.93,11.21,0.79,1.491,,224.19213254,-11.40970065,-379.1462496394269,-368.6022383464067,-98.86760186599476,5.480000019073486
73165,14 57 11.06,-04 20 45.9,4.47,224.29606996,-4.34608634,35.83,-97.83,-154.56,0.91,0.318,,224.29583149,-4.34646201,-64.98941296224551,-63.411839015860664,-5.7984558924119485,4.46999979019165
73166,14 57 11.68,+16 23 17.3,5.72,224.29866769,16.38813986,5.28,-4.08,-4.98,0.81,0.951,,224.29865735,16.38812776,-423.9428860703134,-413.6892739947398,174.20183342653652,5.71999979019165
73184,14 57 27.35,-21 24 40.6,5.72,224.36396501,-21.4112809,169.32,1034.18,-1725.6,1.67,1.024,D,224.36666506,-21.41547505,-12.88539991464339,-12.602447159219471,-6.770629880197721,5.7199997901916495
73193,14 57 33.22,-00 10 03.2,5.51,224.38840115,-0.16754803,11.06,59.91,-26.2,0.87,1.131,,224.38854677,-0.16761171,-210.63580125444173,-206.18641243116434,0.8619816831295162,5.510000228881837
73199,14 57 35.12,+65 55 56.6,4.63,224.39632979,65.93238126,8.2,-78.26,32.48,0.52,1.59,P,224.39586336,65.9324602,-115.84549012192716,-113.42976333142049,362.99896403376437,4.630000114440918
73223,14 57 53.16,-76 39 45.4,5.37,224.47148916,-76.66261622,7.62,-68.58,-16.14,0.56,1.442,,224.47076658,-76.66265545,-77.27781141879143,-75.86517051995853,-413.8887244337608,5.369999885559082
73273,14 58 31.95,-43 08 01.9,2.68,224.63314193,-43.13386699,6.23,-34.06,-38.3,0.71,-0.184,,224.63302849,-43.13396008,-272.9286423689637,-269.4556126825832,-355.9772562455415,2.680000066757202
73284,14 58 39.29,-27 39 26.3,5.65,224.66369181,-27.65729301,9.32,-47.62,-8.6,1.42,0.262,,224.66356114,-27.65731391,-222.94845940942736,-220.3465551774545,-155.21346442384566,5.650000095367432
73310,14 58 53.64,-11 08 37.9,5.88,224.72351684,-11.14386422,10.32,-106.68,-61.53,0.85,1.274,,224.72325257,-11.14401377,-220.42750635680065,-218.3102139066925,-59.49616355594277,5.880000114440917
73334,14 59 09.70,-42 06 14.9,3.13,224.79041254,-42.10414199,6.05,-17.76,-21.33,0.73,-0.208,,224.79035436,-42.10419383,-284.6511442013574,-282.57626291028316,-359.827896870887,3.130000114440918
73350,14 59 23.11,+04 34 04.0,5.91,224.84631129,4.56777277,4.5,1.17,-4.75,0.93,1.615,,224.84631414,4.56776122,-512.0005956052007,-509.26083413963556,57.69355247982297,5.909999847412109
73369,14 59 36.97,+39 15 54.8,5.64,224.90404577,39.26523166,19.83,-31.53,41.85,0.57,0.336,,224.90394679,39.26533338,-90.15149777217778,-89.85003293165992,104.04891656176903,5.639999866485596
73415,15 00 11.34,-77 09 37.9,5.92,225.04724166,-77.16052523,3.72,-13.33,-10.26,0.55,1.052,,225.04709586,-77.16055017,-140.96986502745474,-141.20256367283142,-853.327767307672,5.920000076293945
73473,15 00 58.39,-08 31 08.2,4.91,225.24328191,-8.51893488,10.72,-66.2,-3.4,0.91,0.0,,225.24311921,-8.51894314,-212.29671847100335,-214.10734360468743,-39.593906569054845,4.909999847412109
73493,15 01 13.07,-38 03 29.9,5.88,225.30447474,-38.05831465,8.43,30.42,-34.37,0.93,1.246,,225.30456864,-38.05839819,-214.50233358948208,-216.7941787195698,-237.7747460066593,5.880000114440918
73497,15 01 19.81,-02 45 17.5,5.52,225.33254143,-2.75487208,5.78,28.68,-22.4,0.8,1.692,,225.33261122,-2.75492652,-396.4029512815301,-401.0312691895434,-12.256055709442117,5.519999980926514
73507,15 01 27.11,+60 12 15.9,5.91,225.36295558,60.20442421,9.98,-13.04,11.94,0.53,0.107,,225.3628918,60.20445323,-114.04561089467778,-115.49975847582915,283.47098076789433,5.909999847412109
73536,15 01 48.92,-00 08 24.9,5.71,225.45381414,-0.14025867,3.19,6.45,-15.03,1.21,1.509,,225.45382982,-0.1402952,-716.8746453122759,-728.3221234601011,2.501535745238203,5.710000038146973
73540,15 01 50.70,-83 13 40.0,5.65,225.46126796,-83.22777573,8.39,18.65,53.3,0.5,0.962,,225.46165236,-83.22764618,-34.28828826304469,-34.84484490331545,-385.47024143061276,5.6500000953674325
73555,15 01 56.79,+40 23 26.3,3.49,225.48663804,40.39063671,14.91,-40.2,-29.22,0.57,0.956,,225.48650975,40.39056569,-116.75003941413793,-118.7502404814198,141.68110367396332,3.490000009536743
73566,15 02 06.38,-28 03 37.9,5.83,225.52657921,-28.06052808,10.04,84.22,-34.14,0.9,0.164,,225.52681118,-28.06061106,-200.96438970798965,-204.69273228276796,-152.13502686037393,5.829999923706055
73568,15 02 06.51,+25 00 29.7,4.8,225.52713391,25.00825646,9.07,-5.88,-48.6,0.74,1.506,,225.52711814,25.00813833,-228.19669528224188,-232.43465404459445,151.9471876459295,4.800000190734863
73620,15 02 54.07,+02 05 28.6,4.39,225.7252916,2.09127129,17.78,-55.93,12.94,0.9,1.026,,225.72515557,2.09130274,-127.91270170845176,-131.1928231808146,6.690806694685873,4.389999866485596
73624,15 02 59.29,-32 38 35.7,5.45,225.74704341,-32.64324605,9.32,-21.05,-19.66,0.84,-0.127,,225.74698265,-32.64329383,-208.43903665998414,-213.94655431924974,-182.01615137464745,5.449999809265137
73634,15 03 06.08,+35 12 20.8,5.52,225.77534828,35.20577288,11.85,-39.95,9.3,0.6,1.023,,225.77522944,35.20579548,-156.7816515579277,-161.0833006388342,158.6023553486293,5.519999980926514
73695,15 03 47.68,+47 39 14.5,4.83,225.94867417,47.65401409,78.39,-436.24,18.94,1.03,0.647,D,225.94710009,47.65406011,-19.477650245902467,-20.133567248838283,30.736525109410753,4.829999923706055
73714,15 04 04.26,-25 16 54.7,3.25,226.01775793,-25.28185602,11.17,-71.85,-44.69,0.98,1.674,,226.0175648,-25.28196464,-184.10344145939698,-190.7629263433587,-122.03976897623255,3.25
73745,15 04 26.86,+26 56 51.6,4.52,226.11190457,26.94765981,13.04,-176.31,-4.52,0.68,1.24,,226.11142384,26.94764882,-154.4948061650221,-160.6107026904214,113.29411906623385,4.519999980926514
73771,15 04 46.96,-83 02 17.8,5.65,226.19567959,-83.03826851,1.88,-8.65,-17.65,0.52,1.273,,226.19550613,-83.03831141,-147.07569704692003,-153.34590134752858,-1720.9757015745931,5.650000095367432
73776,15 04 48.05,-64 01 52.9,5.16,226.20020549,-64.03137307,12.2,102.92,9.47,0.59,0.935,,226.20077677,-64.03135005,-81.16729576501854,-84.64108947792602,-240.10540810109987,5.159999847412109
73807,15 05 07.11,-47 03 04.3,3.91,226.27960699,-47.05119386,6.56,-23.39,-21.11,0.96,-0.144,,226.27952355,-47.05124517,-234.46528108462584,-245.17928570369332,-363.14414315899825,3.910000085830689
73826,15 05 19.15,-41 04 02.0,5.13,226.32978505,-41.06723379,8.88,22.64,-0.84,0.94,1.011,,226.32985804,-41.06723583,-191.51139029098573,-200.61395723014587,-240.52526220718588,5.130000114440919
73841,15 05 25.89,+48 09 03.2,5.59,226.35788174,48.15090031,12.55,-65.26,29.71,0.52,-0.005,,226.35764399,48.15097252,-119.6067747088663,-125.41472202217517,193.4970781328647,5.590000152587891
73909,15 06 16.67,+54 33 22.6,5.24,226.5694546,54.55628697,12.53,47.07,12.81,0.53,0.958,,226.56965189,54.55631811,-103.72385338415582,-109.56784731160205,211.96127869388508,5.239999771118164
73937,15 06 33.21,-30 55 06.3,5.97,226.63838694,-30.91841299,10.44,-23.0,-28.66,0.96,-0.076,P,226.63832178,-30.91848265,-187.36880017589422,-198.40296616714397,-151.7756441817533,5.96999979019165
73945,15 06 37.62,-16 15 24.3,5.19,226.65674312,-16.25676124,4.26,-36.41,-23.28,0.8,1.589,,226.65665094,-16.25681782,-505.5448236015391,-535.660440683553,-207.63525178992035,5.190000057220459
73996,15 07 17.95,+24 52 10.5,4.93,226.82477948,24.86959294,50.7,184.81,-163.51,0.76,0.429,,226.82527458,24.86919552,-39.91609810312971,-42.54320154369841,27.041553678536406,4.929999828338623
74006,15 07 25.93,-49 05 19.1,5.77,226.85805467,-49.08863539,9.35,22.29,9.5,0.66,0.92,,226.8581374,-49.0886123,-156.69493089295807,-167.20225849802893,-262.7851820145308,5.769999980926514
74066,15 08 12.15,-40 35 01.9,5.75,227.0506105,-40.58385604,7.9,-28.59,-30.38,0.85,-0.113,,227.050519,-40.58392988,-217.21571271583574,-233.34836097216706,-262.016574819885,5.75
74087,15 08 23.78,+26 18 04.3,5.67,227.09908475,26.30118271,7.77,1.14,-12.41,0.83,1.24,,227.09908784,26.30115255,-256.04268332045456,-275.52590259417343,185.90386249627804,5.670000076293946
74096,15 08 35.56,+25 06 31.1,5.82,227.14818718,25.10863675,6.39,-1.91,-0.69,0.74,1.233,,227.14818205,25.10863507,-314.18349338299737,-338.6722146605381,216.48438943057886,5.820000171661377
74100,15 08 39.21,-42 52 04.3,5.85,227.16338993,-42.86786973,7.34,-20.52,-21.29,0.82,-0.123,,227.16332188,-42.86792148,-227.44701264694248,-245.3057053311092,-292.15543706695473,5.849999904632568
74117,15 08 50.63,-45 16 47.3,4.07,227.21095653,-45.27979406,8.02,-17.32,-26.11,0.69,-0.162,,227.2108967,-45.27985752,-196.20090333998726,-211.95900544624124,-286.020346541134,4.070000171661377
74184,15 09 29.92,-67 05 02.9,5.76,227.37466411,-67.08412683,0.54,-3.94,-2.59,0.68,0.675,,227.37463952,-67.08413313,-1602.9466723533358,-1741.6452241297438,-5553.651696763245,5.760000228881836
74224,15 10 07.34,-38 47 32.9,5.98,227.5305968,-38.79246057,6.98,-24.53,-20.85,0.82,0.867,,227.53052031,-38.79251125,-251.1604071323932,-274.38738756119085,-282.42611125570346,5.980000019073486
74239,15 10 18.65,-26 19 57.4,5.75,227.57771621,-26.3326008,7.25,-32.15,-8.39,1.0,1.045,,227.57762902,-26.33262119,-273.4009716974829,-299.17842508676273,-194.7664055117167,5.75
74296,15 11 08.79,-84 47 16.2,5.88,227.78664063,-84.78782184,10.24,3.22,4.03,0.48,-0.031,,227.78672678,-84.78781204,-25.28193198744944,-27.869009743847837,-316.1278829715728,5.880000114440918
74305,15 11 15.98,-55 20 45.7,5.45,227.81660117,-55.34601439,1.61,-3.82,-7.41,0.76,1.118,,227.81658484,-55.3460324,-786.6017145497987,-868.0055625972008,-1651.6113814192192,5.449999809265138
74376,15 11 56.16,-48 44 15.7,3.88,227.98400434,-48.73770212,17.89,-96.52,-47.97,1.26,-0.029,G,227.98364862,-48.73781871,-82.77405085787449,-91.87828663734273,-133.83827138940126,3.880000114440918
74380,15 11 57.77,-48 44 36.9,5.7,227.99068761,-48.74357642,16.89,-98.31,-45.39,5.08,0.144,,227.99032525,-48.74368674,-87.6731796849522,-97.33918101034406,-141.74892114869596,5.699999809265137
74386,15 12 04.27,+18 58 33.6,5.9,228.01780223,18.97600352,3.93,-16.41,11.38,1.45,1.414,D,228.01776005,18.97603118,-524.7093183674782,-583.1127686667497,269.7356039979752,5.900000095367432
74392,15 12 13.31,-19 47 29.9,4.54,228.05546736,-19.79163143,8.66,-35.59,-32.55,0.98,-0.071,,228.05537543,-19.79171054,-239.01946925808514,-265.9752905502259,-117.62861085665678,4.539999961853027
74395,15 12 17.20,-52 05 56.7,3.41,228.07167982,-52.09907465,28.06,-113.94,-71.0,0.71,0.918,,228.071229,-52.09924722,-47.90030950952459,-53.33268637157478,-91.42695660633804,3.4100000858306885
74449,15 12 49.60,-44 30 01.3,4.83,228.20668641,-44.50035965,7.18,-20.49,-22.2,0.72,-0.177,,228.20661659,-44.50041361,-219.49405282663895,-245.54823268156483,-312.537752999024,4.829999923706055
74539,15 13 53.32,-26 11 36.8,5.84,228.47217392,-26.19355939,3.55,-14.01,-4.17,0.91,1.139,,228.47213597,-26.19356953,-548.1063798970608,-618.9154703890582,-399.77000500869815,5.840000152587891
74561,15 14 06.01,+31 47 16.5,5.98,228.52506116,31.78791816,5.57,42.18,-30.19,0.68,1.552,,228.52518177,31.78784478,-329.4831390694375,-372.7410825668347,308.31085975443216,5.980000019073486
74582,15 14 19.17,-70 04 46.0,5.75,228.57986595,-70.07945566,2.18,4.39,-8.24,0.6,3.271,,228.57989727,-70.07947569,-339.6588786747892,-384.99468166865614,-1404.517845516437,5.75
74596,15 14 29.21,+29 09 51.2,5.28,228.62168817,29.16422593,14.4,-69.99,28.32,0.65,0.062,,228.62149336,29.16429476,-130.6777510711719,-148.33807387818084,110.32258581479536,5.28000020980835
74604,15 14 37.33,-31 31 08.9,4.91,228.6555245,-31.51912564,2.86,-9.72,1.83,0.95,0.374,,228.65549679,-31.51912119,-648.9118582871791,-737.4859720935369,-578.1946686853913,4.909999847412109
74605,15 14 38.00,+67 20 51.6,5.15,228.65834777,67.34767598,39.51,221.51,-392.3,0.47,0.55,,228.65974563,67.34672247,-20.990930632798662,-23.858460394901844,76.14578294313078,5.150000095367432
74649,15 15 11.37,+04 56 21.7,5.32,228.79736045,4.93935226,6.98,-23.06,3.91,0.95,1.092,,228.79730419,4.93936176,-306.5136442047392,-350.09535041702884,40.213535224995404,5.320000171661377
74666,15 15 30.10,+33 18 54.4,3.46,228.87543241,33.31510222,27.94,84.84,-110.57,0.61,0.961,,228.87567917,33.31483347,-64.12818949829028,-73.44788426993372,64.08492867970382,3.4600000381469727
74689,15 15 49.14,+00 22 19.6,5.62,228.9547494,0.37210753,20.2,-107.26,12.83,0.95,0.181,,228.95448869,0.37213871,-105.9727540729462,-121.71343638643052,1.0481252097511993,5.619999885559083
74696,15 15 53.66,-48 04 25.1,5.96,228.97358944,-48.07364079,19.32,5.08,-8.39,0.76,0.21,,228.97360792,-48.07366118,-74.21875197132418,-85.29944668897373,-125.25085860494778,5.960000038146973
74707,15 16 04.03,-41 29 28.1,5.15,229.01679847,-41.49114318,2.54,-10.38,-4.87,0.73,0.564,,229.01676479,-41.49115502,-639.9830728245777,-736.6522215944813,-833.6944973789157,5.150000095367432
74732,15 16 23.03,-22 23 57.9,5.52,229.09596946,-22.39942083,6.52,-33.86,1.83,1.16,1.357,,229.09588045,-22.39941638,-304.40486653995146,-351.3645038155981,-184.06700993905335,5.519999980926514
74750,15 16 36.69,-60 54 14.4,5.74,229.15289366,-60.9039866,1.7,-1.55,-4.09,0.89,-0.057,,229.15288591,-60.90399654,-644.1706907298397,-745.0391882803527,-1645.396841206042,5.739999771118164
74778,15 16 56.90,-60 57 26.1,5.04,229.23707633,-60.95724479,0.51,-2.02,-4.08,0.71,-0.077,,229.23706622,-60.95725471,-2146.910743834701,-2490.476979783762,-5481.60282738763,5.039999961853027
74785,15 17 00.47,-09 22 58.3,2.61,229.25196591,-9.38286694,20.38,-96.39,-20.76,0.87,-0.071,,229.25172845,-9.3829174,-103.23315771526066,-119.81625836548734,-23.967096049022146,2.6099998950958256
74793,15 17 05.88,+71 49 26.0,5.02,229.27450664,71.82387844,8.37,3.73,9.37,0.46,1.369,,229.2745357,71.82390121,-79.26825757842819,-92.07493019291624,370.0517555710182,5.019999980926514
74824,15 17 30.96,-58 48 03.2,4.07,229.3790009,-58.80087882,33.75,-98.39,-135.46,0.75,0.088,,229.37853924,-58.80120806,-34.06714039910704,-39.717344305706824,-81.19169569659226,4.070000171661377
74837,15 17 38.89,-63 36 37.8,4.85,229.41203255,-63.61048662,8.74,2.12,8.66,0.62,1.26,,229.41204414,-63.61046557,-112.47106089818502,-131.278066153275,-330.5202414464181,4.849999904632568
74857,15 17 49.84,-30 08 55.2,4.35,229.45768699,-30.14866233,10.59,-8.71,-4.47,1.0,1.1,,229.45766251,-30.14867319,-173.54845733400796,-202.89538596159122,-153.22653118214316,4.349999904632568
74896,15 18 24.51,+20 34 22.1,5.68,229.60214092,20.57280967,11.23,-14.57,-13.13,0.85,0.972,,229.60210309,20.57277776,-176.138862444469,-206.9780157195065,102.00848836349091,5.679999828338623
74901,15 18 26.13,-00 27 40.5,5.88,229.60888718,-0.46123725,3.33,-11.6,1.28,0.81,1.507,,229.60885898,-0.46123414,-634.3597285436537,-745.6041238644812,7.881020048588896,5.880000114440919
74911,15 18 32.05,-47 52 30.7,4.27,229.63353586,-47.87519201,11.22,-31.74,-32.82,0.96,-0.086,G,229.63342085,-47.87527178,-130.4279574204871,-153.43422657656214,-209.44518728823064,4.269999980926514
74941,15 18 49.15,-60 29 46.8,5.43,229.7047785,-60.49632329,0.02,-3.17,-4.57,0.71,-0.089,,229.70476285,-60.4963344,-53497.02360289745,-63092.220705282394,-140450.85026383377,5.429999828338623
74946,15 18 54.69,-68 40 46.1,2.87,229.72787007,-68.67946723,17.85,-66.48,-32.0,0.52,0.014,,229.72742565,-68.67954501,-45.5200442400248,-53.72836230412992,-168.5111846726797,2.8699998855590825
74950,15 18 56.39,-40 47 17.4,5.59,229.73495651,-40.78816875,6.34,-19.36,-21.78,0.72,-0.099,P,229.73489436,-40.78822169,-257.4994221823682,-304.0087258810576,-325.06895826428143,5.590000152587891
74975,15 19 18.58,+01 46 00.0,5.04,229.82741626,1.76665611,40.46,373.24,-513.64,0.81,0.54,,229.82832387,1.76540768,-51.95256447968607,-61.53726282057562,2.484018892223417,5.039999961853028
75043,15 20 05.14,+51 57 30.6,5.65,230.02142169,51.95848756,15.32,10.88,11.28,0.52,0.122,,230.0214646,51.95851498,-84.251395952649,-100.4831582033991,167.5888185279907,5.650000095367432
75049,15 20 08.64,+29 36 58.7,5.51,230.03599149,29.61631109,11.9,-118.74,-42.02,0.74,1.015,,230.03565952,29.61620896,-152.97116035198536,-182.53672821835028,135.3829533343959,5.510000228881836
75097,15 20 43.75,+71 50 02.3,3.0,230.1822884,71.83397308,6.79,-18.03,17.68,0.46,0.058,,230.18214784,71.83401605,-95.85170460904969,-114.97251458350115,456.18734703700085,3.0
75119,15 21 02.02,+00 42 56.1,5.35,230.25842001,0.71558981,13.38,-42.48,-104.14,0.86,1.191,,230.25831675,0.71533669,-155.7578750995968,-187.33445772459703,3.042900677730033,5.349999904632569
75127,15 21 07.64,-05 49 29.4,5.54,230.28183604,-5.82482695,12.14,-51.92,-10.86,0.89,1.047,,230.28170919,-5.82485335,-171.14083313825165,-206.00719027581923,-19.55085071619126,5.539999961853027
75141,15 21 22.34,-40 38 50.9,3.22,230.34306833,-40.64745946,6.39,-19.11,-24.05,0.86,-0.227,P,230.34300711,-40.64751791,-251.76260819947373,-303.71392008596075,-323.49508686093674,3.22000002861023
75177,15 21 48.44,-36 15 40.2,3.57,230.45181856,-36.26116729,9.99,-91.85,-86.03,0.79,1.534,,230.45154169,-36.26137639,-168.6530512132745,-204.24244144226782,-190.60443217130026,3.569999933242798
75178,15 21 48.61,+32 56 01.2,5.38,230.45253799,32.93366086,13.2,-48.83,13.91,0.59,-0.051,,230.45239658,32.93369467,-131.97987929961525,-159.83447282620915,134.26945200011363,5.380000114440919
75181,15 21 49.57,-48 19 01.1,5.65,230.45655596,-48.31695913,68.7,-1622.71,-275.1,0.79,0.639,,230.45062501,-48.31762762,-20.339261596080725,-24.63540254885504,-35.08802700945368,5.650000095367432
75206,15 22 08.39,-47 55 38.9,4.99,230.53497528,-47.92746963,29.27,-141.44,-132.58,0.76,0.515,,230.53446223,-47.92779187,-49.111705712732665,-59.6513793561838,-80.21566299975039,4.989999771118164
75256,15 22 37.25,+62 02 49.8,5.99,230.65519206,62.04716944,7.07,9.3,-38.47,0.52,-0.033,,230.65524028,62.04707594,-137.0294220618726,-167.15046433508115,407.3080646545746,5.989999771118164
75257,15 22 37.37,+39 34 53.4,5.56,230.65570869,39.58149619,1.23,2.21,-13.77,0.53,1.626,,230.65571566,39.58146272,-1295.0405108286202,-1579.737200840376,1688.773185043749,5.559999942779541
75260,15 22 38.43,+63 20 30.0,5.72,230.66014565,63.34166375,8.59,-15.15,-92.4,0.49,1.315,,230.66006358,63.34143917,-107.94055423487062,-131.69049130366898,339.16823306429285,5.71999979019165
75264,15 22 40.89,-44 41 22.5,3.37,230.67036465,-44.68957314,6.47,-20.25,-20.13,0.61,-0.191,,230.67029542,-44.68962207,-232.36668365809092,-283.59731186411864,-345.6258432617267,3.369999885559082
75304,15 23 09.36,-36 51 30.4,4.54,230.78901374,-36.85843627,5.38,-18.05,-21.53,0.77,-0.155,,230.78895891,-36.8584886,-313.2463214232862,-383.92742166598094,-348.7827203700709,4.539999961853027
